Invoice_No,Customer_ID,Customer_Industry,Invoice_Date,Due_Date,Invoice_Amount,Amount_Paid,Outstanding_Amount,Status,Last_Payment_Date,Aging_Bucket,Payment_Delay_Days,Partial_Payment_Flag,High_Risk_Flag,Payment_Consistency_Index,Credit_Utilization_Velocity,Negotiation_Frequency,Response_to_Reminder_Ratio
INV00425,CUST018,Finance,2022-06-23,2022-07-08,15350.204681213665,537.1215210286729,14742.13870130889,Overdue,,90+,1.3611133805717863,0,1,27.34657481883641,0.6096750193289049,3,0.28585652350251745
INV00426,CUST011,Technology,2023-08-05,2023-09-19,13900.77540893564,0.0,13771.100728074733,Overdue,,90+,0.0,0,1,27.596968026702818,0.46955803682299924,3,0.7678235317203836
INV00427,CUST016,Retail,2024-11-21,2025-01-20,1899.7517333486157,531.9759149762267,1044.696170915623,Partially Paid,2025-02-25,0-30,34.63539130512721,1,0,26.42428771415474,1.2247278549607716,0,0.6181980776534297
INV00428,CUST017,Retail,2023-11-18,2024-01-02,7396.991141004523,4134.093992450076,3328.2202151688984,Partially Paid,2024-03-07,90+,65.72575936480128,1,1,28.274583844668168,0.8781448225117369,5,0.16184904829907076
INV00429,CUST013,Finance,2022-07-11,2022-07-26,11356.110308632495,285.113569659637,11164.919740915411,Overdue,,90+,0.0,0,1,24.811424301918738,1.5153686296170081,5,0.7840857139709874
INV00430,CUST011,Technology,2023-04-27,2023-06-11,18933.83466017297,16663.499776937482,3536.8567890114805,Partially Paid,2023-07-08,90+,26.564161222510396,1,1,27.92612346101786,0.7412504877874354,2,0.21066553295892693
INV00431,CUST006,Healthcare,2023-09-28,2023-10-13,11666.69025740301,11511.025715948304,282.2556403217093,Partially Paid,2023-12-19,90+,70.33604197863889,1,1,24.557759952629606,0.3482107507819869,2,0.5379216512999677
INV00432,CUST015,Technology,2023-04-06,2023-04-21,10721.3814573589,128.62931944304881,11618.492208638501,Overdue,,90+,0.0,0,1,25.737392261222617,0.37090299738040255,5,0.25752852758532974
INV00433,CUST018,Finance,2023-02-12,2023-03-29,16819.726458472953,16102.709373896038,797.7314572056562,Partially Paid,2023-04-29,90+,35.668378241072205,1,1,27.157555482406252,0.5922163963780239,0,0.9677255058262297
INV00434,CUST011,Technology,2022-10-29,2022-11-13,16660.822938292768,0.0,16435.38884704054,Overdue,,90+,3.414616159293526,0,1,27.48855115340497,0.6748813577999695,4,0.9977138899449514
INV00435,CUST018,Finance,2022-02-20,2022-03-22,9086.106983339574,8860.240920130662,1033.541083398704,Partially Paid,2022-03-25,90+,1.6012511152473918,1,1,27.457253408228013,0.9525351806122458,0,0.977529563007594
INV00436,CUST012,Healthcare,2022-04-05,2022-04-20,10963.380947318667,10451.188432015979,315.5932692599827,Partially Paid,2022-05-05,90+,16.653166181781028,1,1,21.438301171025138,0.5638822451624849,5,0.4610644019226737
INV00437,CUST009,Technology,2023-05-17,2023-06-01,17862.73727550148,13905.180511405842,3702.7260102172077,Partially Paid,2023-06-14,90+,13.009576377450834,1,1,25.620376945648648,1.0147713599969415,3,0.21110687765628763
INV00438,CUST020,Retail,2024-08-31,2024-09-30,9370.706856350427,121.1176735899618,9452.61712062024,Overdue,,90+,3.7420184087076818,0,1,27.858106045907334,1.3047274219140899,4,0.5115004905738895
INV00439,CUST016,Retail,2022-05-30,2022-07-29,17212.902638346222,9844.404164387168,7819.684943398533,Partially Paid,2022-10-27,90+,92.9896318739793,1,1,26.72076349632837,1.4894764236113787,5,0.6494758149180996
INV00440,CUST007,Healthcare,2024-07-21,2024-08-20,9771.478370662486,7140.8745239739255,2741.896076216468,Partially Paid,2024-09-23,90+,29.740543540764584,1,1,24.64443911491343,1.3998984001113757,3,0.3162932340909894
INV00441,CUST008,Manufacturing,2024-04-28,2024-05-28,2147.6995218959314,1105.5053034367202,1048.8321695176803,Partially Paid,2024-06-02,90+,6.786637374010138,1,1,27.025813214000692,0.5343760994275287,3,0.39431687510694063
INV00442,CUST009,Technology,2023-02-03,2023-03-05,18094.959399549538,17558.24546311418,297.02849542024376,Partially Paid,2023-04-15,90+,40.37441525281794,1,1,25.560319826392654,1.2875947165558808,1,0.30375108245925553
INV00443,CUST018,Finance,2024-02-26,2024-03-27,13847.16292781624,69.69532803086966,14462.812397207108,Overdue,,90+,0.2520027893492884,0,1,27.04415514047285,0.6940586591298352,3,0.9311953113369905
INV00444,CUST010,Finance,2024-10-09,2024-12-08,10265.900807668355,0.0,10672.436944220988,Overdue,,0-30,0.0,0,0,27.401361431587393,1.3769098257597343,5,0.23579346510722804
INV00445,CUST008,Manufacturing,2024-03-29,2024-04-13,17691.780379385185,160.9673730837329,18225.848223938545,Overdue,,90+,5.3183839983219885,0,1,27.550235270626477,1.4047048433888258,5,0.46535994756027166
INV00446,CUST010,Finance,2023-05-15,2023-06-29,16297.23196594557,0.0,15834.804020002966,Overdue,,90+,3.1641958962733714,0,1,27.102548487494218,0.2331595867218122,4,0.7377398155775208
INV00447,CUST010,Finance,2022-10-30,2022-12-29,13815.09409162933,12872.227022117479,910.58479198562,Partially Paid,2023-03-21,90+,79.7493829343299,1,1,27.256833879256266,1.0256346028048655,0,0.6445986999975781
INV00448,CUST007,Healthcare,2022-01-12,2022-03-13,12330.839251804728,11316.551860890459,1077.9135533422655,Partially Paid,2022-03-22,90+,4.939693848290823,1,1,24.570732599224606,0.28135000862524445,0,0.7204912483277038
INV00449,CUST016,Retail,2022-08-07,2022-08-22,2700.893160469734,2571.2712420544817,472.7465097807007,Partially Paid,2022-09-02,90+,9.826662287863453,1,1,26.522244834619134,0.27775409621718933,2,0.30270844891206355
INV00450,CUST011,Technology,2024-05-20,2024-06-19,14967.107649707552,8977.960658290634,6174.593687838958,Partially Paid,2024-08-09,90+,52.321894009926076,1,1,27.71475510023079,1.2463003021770445,0,0.2301153566124655
INV00451,CUST016,Retail,2023-03-25,2023-04-24,3853.5015300859213,3126.190917266184,171.09899159240658,Partially Paid,2023-05-14,90+,20.730781893086622,1,1,26.556427808270627,1.1348834347262793,4,0.33156519259095185
INV00452,CUST012,Healthcare,2022-12-27,2023-02-25,19963.965764581124,14137.017579367457,5583.580176251033,Partially Paid,2023-05-18,90+,85.81242505564579,1,1,21.739853379748617,0.5781933786234001,5,0.40273513282480955
INV00453,CUST018,Finance,2024-11-26,2025-01-10,19179.82769589522,0.0,19426.567891649174,Overdue,,0-30,2.4031847871736916,0,0,27.10105744742239,1.1594018882314183,1,0.6664788697073513
INV00454,CUST009,Technology,2024-08-09,2024-09-08,16406.823288848114,8943.975287447376,7017.088360046194,Partially Paid,2024-11-09,90+,64.94973459628437,1,1,25.639341954748073,0.708389788179126,5,0.5519004636660564
INV00455,CUST010,Finance,2022-04-13,2022-06-12,2811.410667634528,0.0,2257.218440108718,Overdue,,90+,0.9943971574528261,0,1,27.516059645936036,0.891748620514273,5,0.5876080265279641
INV00456,CUST004,Finance,2023-05-26,2023-07-10,8532.688350104518,8768.955802333594,835.7442746716474,Partially Paid,2023-10-05,90+,82.7733153388486,1,1,25.888437319462962,0.5911668648289771,1,0.8173412329879732
INV00457,CUST019,Retail,2022-09-06,2022-10-21,19741.340680065896,12882.068225685316,6597.752522593269,Partially Paid,2022-11-02,90+,11.404623381694988,1,1,26.953583264870172,0.9778346750324757,1,0.6394628128680475
INV00458,CUST018,Finance,2024-07-23,2024-09-06,8698.84336397344,812.5771887424861,8899.81365383457,Overdue,,90+,3.2251271419757623,0,1,27.212458334199365,0.7286771713310073,0,0.3381189021001222
INV00459,CUST013,Finance,2022-10-01,2022-11-15,19790.94803347269,15130.055164237268,5094.698781018041,Partially Paid,2023-01-03,90+,48.84325101077459,1,1,25.308263815032955,1.0969057220486584,3,0.49118921993267833
INV00460,CUST013,Finance,2024-08-09,2024-10-08,12393.816230492064,10007.38178680033,2500.0054216157614,Partially Paid,2024-12-01,61-90,55.53055948155373,1,1,25.103435368390855,0.7923286263365981,0,0.8350452051753285
INV00461,CUST012,Healthcare,2024-12-23,2025-02-21,17318.00158035166,11910.274197738887,5247.792543658156,Partially Paid,2025-04-09,0-30,46.03026715167725,1,0,21.734176429991248,1.2928596673972939,0,0.5817893446999767
INV00462,CUST005,Retail,2023-10-12,2023-11-26,5538.703485301743,4038.379433771591,2019.922000598316,Partially Paid,2024-01-19,90+,50.866987747521556,1,1,27.562286085456687,1.436194129648541,3,0.6713202301603303
INV00463,CUST010,Finance,2024-06-25,2024-07-25,18063.780857115402,13952.284153687136,4480.9848883236045,Partially Paid,2024-09-22,90+,58.62474847762324,1,1,27.3724836253604,0.356843916756617,5,0.22983994511934525
INV00464,CUST002,Finance,2024-10-30,2024-11-29,18386.605899429014,15264.47033924799,3474.7775020832623,Partially Paid,2024-12-18,31-60,19.940219737216488,1,0,27.35621278430533,0.7012347904486328,5,0.8995756394680917
INV00465,CUST010,Finance,2024-05-23,2024-07-22,1775.1198618331434,143.8839059901458,1848.8194030399059,Overdue,,90+,0.0,0,1,27.476471526066522,0.9773512798779059,0,0.7727178365593627
INV00466,CUST003,Retail,2024-07-02,2024-08-16,8005.747138362633,6668.048550603774,1102.108982717786,Partially Paid,2024-08-26,90+,9.282892094096077,1,1,26.498144015597614,0.2551730297090806,2,0.7440052827673624
INV00467,CUST012,Healthcare,2022-11-22,2023-01-06,8421.252113610888,5876.8556182804205,2221.574049428125,Partially Paid,2023-03-08,90+,58.141856687643646,1,1,21.90705527185326,0.24406545918727315,0,0.9034172601762748
INV00468,CUST015,Technology,2024-08-30,2024-10-29,7072.639581800451,6766.055025254769,85.91819843271524,Partially Paid,2025-01-24,61-90,90.40509583883474,1,1,25.568258248342925,0.20094275910199447,4,0.9450506626955758
INV00469,CUST009,Technology,2024-07-10,2024-09-08,5736.6321362847475,0.0,5776.775190269231,Overdue,,90+,0.0,0,1,25.489075669239153,0.3499517284657689,2,0.13472822466667353
INV00470,CUST016,Retail,2023-06-15,2023-08-14,9272.029492790334,293.61043694534794,9381.567546729244,Overdue,,90+,4.419740294482921,0,1,26.56945058857897,0.607558796945392,1,0.8647528656789385
INV00471,CUST007,Healthcare,2023-05-22,2023-06-06,17455.187942598288,11510.282334680816,6154.0733772309195,Partially Paid,2023-06-12,90+,10.650932841253026,1,1,24.729263852851215,1.0907046291488018,5,0.35080339864547894
INV00472,CUST007,Healthcare,2023-07-22,2023-08-06,15189.958379409434,14421.402755275041,635.4496665634151,Partially Paid,2023-10-10,90+,64.7534326286431,1,1,24.9204472153345,0.7640987049653969,4,0.6683959945577149
INV00473,CUST018,Finance,2024-12-03,2025-01-17,12223.241409108328,9182.167464155958,3649.8681720993613,Partially Paid,2025-01-29,0-30,8.931981080290683,1,0,26.898588236283878,0.42242599626604255,5,0.4714727308471619
INV00474,CUST009,Technology,2024-09-19,2024-10-04,11074.610891469805,9245.450487960874,1240.2702845928816,Partially Paid,2024-11-05,61-90,25.654041155565725,1,1,25.518171329529217,0.4053547718050217,0,0.2433501877036275
INV00475,CUST018,Finance,2023-05-05,2023-06-04,9144.988924769115,6878.165026429112,1626.9019570345736,Partially Paid,2023-08-07,90+,59.521599219871426,1,1,26.85447409985512,1.3356885704214092,2,0.7410407611785104
INV00476,CUST009,Technology,2023-07-17,2023-08-31,8511.548986036249,7367.616063287455,804.9489848886501,Partially Paid,2023-10-29,90+,54.820361413219665,1,1,25.606766276140227,0.6915510294604464,5,0.8841795713839559
INV00477,CUST005,Retail,2024-06-19,2024-07-04,3552.138390436924,2294.8894831332595,1620.9005131221768,Partially Paid,2024-08-23,90+,54.19373911712262,1,1,27.61358679662313,1.3894499264650035,2,0.5271347169397856
INV00478,CUST004,Finance,2022-06-08,2022-07-23,12052.30863361962,8717.909252222236,2986.587561904705,Partially Paid,2022-10-21,90+,90.35237490366235,1,1,26.270058603309657,1.4729259381872841,5,0.36941634655117617
INV00479,CUST020,Retail,2023-08-09,2023-09-08,16154.785154023648,11932.759237175993,3432.4470969750805,Partially Paid,2023-11-05,90+,59.18529977037027,1,1,27.89575122010489,1.4054238154682936,1,0.5711136665208735
INV00480,CUST019,Retail,2023-04-26,2023-05-26,19138.22859610311,105.41361093619598,19156.056592419627,Overdue,,90+,0.0,0,1,26.996732300465293,1.3355267745502857,4,0.1576558003050019
INV00481,CUST008,Manufacturing,2023-07-11,2023-08-25,18500.102822520217,16503.471773803267,1708.4411875573269,Partially Paid,2023-10-07,90+,39.35540850873884,1,1,27.41054757617141,0.5529996848218374,5,0.7479023033224259
INV00482,CUST008,Manufacturing,2023-11-19,2023-12-04,11203.432200790154,0.0,10847.271528824649,Overdue,,90+,2.69877629827943,0,1,27.24313962106,1.1819756258510272,2,0.9534345764756864
INV00483,CUST002,Finance,2023-10-17,2023-12-01,2017.2413467940878,0.0,2382.553052569591,Overdue,,90+,0.8724572445543826,0,1,27.08222369150149,0.32338437465721964,4,0.879051151800632
INV00484,CUST017,Retail,2022-06-15,2022-07-15,6136.0665237213325,3825.2925124245244,2461.4382670119594,Partially Paid,2022-09-30,90+,76.55215514134498,1,1,28.42036363303811,1.423763246769924,0,0.34460466165937526
INV00485,CUST008,Manufacturing,2022-10-11,2022-10-26,10732.005998641063,9404.42910742639,1544.587797815124,Partially Paid,2022-12-20,90+,56.71842850003983,1,1,27.069527323241225,0.3131857600380629,5,0.8631017785297134
INV00486,CUST008,Manufacturing,2022-11-05,2022-11-20,6805.21482817562,3756.6628238655576,3457.9471064066815,Partially Paid,2022-12-04,90+,18.97661254962015,1,1,27.527406290599032,0.676852256434251,3,0.5390503678266549
INV00487,CUST002,Finance,2023-04-19,2023-06-18,8330.408490451822,7235.1667736086565,1832.396470190126,Partially Paid,2023-08-15,90+,57.327519150648556,1,1,27.287055177879004,0.9957242825643663,3,0.732873343153235
INV00488,CUST004,Finance,2024-02-24,2024-04-09,7664.992522749775,7580.153778167474,682.530571644418,Partially Paid,2024-06-25,90+,77.21104480589098,1,1,26.205069286777718,1.2336154080406843,5,0.4854146524477329
INV00489,CUST014,Manufacturing,2022-11-09,2022-12-09,10443.677051132705,6327.616645727151,3253.1560822888837,Partially Paid,2023-02-25,90+,78.58594053567083,1,1,26.163742371846013,0.5575436027662755,5,0.1542294269240901
INV00490,CUST011,Technology,2023-03-15,2023-04-14,12622.861472493038,10468.314217551419,1634.688664597069,Partially Paid,2023-07-11,90+,95.27755153254157,1,1,27.63733747362691,0.44477220554399316,0,0.19756091242005747
INV00491,CUST016,Retail,2022-05-12,2022-06-26,1228.336425983833,1317.6606392466297,41.67745673907865,Partially Paid,2022-07-07,90+,4.613096501020763,1,1,26.619326744724532,0.38202555377370906,0,0.8057481844468356
INV00492,CUST004,Finance,2024-04-29,2024-06-13,6287.049785047487,3171.357491738961,2843.305316262172,Partially Paid,2024-06-27,90+,16.078579771187805,1,1,26.00133466857278,0.7829979139263318,1,0.8596837094608404
INV00493,CUST005,Retail,2024-04-14,2024-05-14,3326.9021477512374,307.8907932511526,3424.2760514707793,Overdue,,90+,0.0,0,1,27.497882409366994,0.3779649496358306,4,0.7813446894924301
INV00494,CUST001,Technology,2023-11-09,2023-12-09,12126.40676660147,7531.84819469436,4891.821150656714,Partially Paid,2023-12-12,90+,4.72429824439065,1,1,29.87264824271608,1.3324432557464656,1,0.9218254597701067
INV00495,CUST018,Finance,2024-08-12,2024-09-26,14455.011013720763,11653.13392078084,2587.0899406314684,Partially Paid,2024-12-18,90+,81.00006547892731,1,1,27.05171151584747,1.1607582387631943,5,0.6707867961647647
INV00496,CUST006,Healthcare,2024-05-01,2024-06-15,1407.9142038009716,1434.2049146864078,563.8541283031411,Partially Paid,2024-08-22,90+,67.85103294175559,1,1,24.21735558749359,1.3571527508809023,2,0.42877963331890867
INV00497,CUST014,Manufacturing,2022-05-08,2022-05-23,17554.80946738999,11601.681836394366,6433.965973240349,Partially Paid,2022-07-21,90+,61.16433522799735,1,1,26.446791132607675,1.4787013977028511,0,0.7042585506081099
INV00498,CUST016,Retail,2023-02-28,2023-04-29,6910.566959163096,4722.70248114191,2001.5031133554842,Partially Paid,2023-05-13,90+,23.470454058714594,1,1,26.70439032454135,0.7621636005931913,1,0.31912391547897045
INV00499,CUST016,Retail,2024-05-10,2024-06-09,4886.3930335557725,2915.3508367267923,2131.242387769379,Partially Paid,2024-09-06,90+,91.45830079099134,1,1,26.59576062600823,0.7787539039203707,3,0.4415263975198752
INV00500,CUST007,Healthcare,2024-03-08,2024-03-23,14652.987537777226,10976.22387941371,3787.3465796045475,Partially Paid,2024-03-25,90+,0.0,1,1,24.9350625392653,0.35328505229761753,0,0.13705953965550308
INV00501,CUST010,Finance,2022-02-10,2022-03-27,18716.9148131664,0.0,18739.772408907418,Overdue,,90+,0.0,0,1,27.344302097770047,0.9130146678892365,2,0.7395699017837044
INV00502,CUST011,Technology,2024-02-19,2024-04-19,18529.437265892015,10769.88425542198,7034.171135578061,Partially Paid,2024-06-30,90+,70.62057136065717,1,1,27.810456725381943,0.9273062526327297,4,0.5334408069996404
INV00503,CUST010,Finance,2024-09-03,2024-10-03,500.9703229176643,0.0,905.3987586424538,Overdue,,61-90,0.0,0,1,27.417130719701554,1.0682245351787316,1,0.6277551076544184
INV00504,CUST002,Finance,2022-01-13,2022-03-14,16597.454680250914,10883.847747290623,5487.723506333884,Partially Paid,2022-03-27,90+,11.995761588402875,1,1,27.145338929487668,1.444308335058649,5,0.30930817218435064
INV00505,CUST003,Retail,2023-12-22,2024-01-06,6226.47324399126,4999.703958502902,798.992891623961,Partially Paid,2024-02-28,90+,55.229497063537394,1,1,27.00699616670806,0.6399786556528573,4,0.506641922156237
INV00506,CUST019,Retail,2023-09-04,2023-10-19,5829.678472031103,55.236294194487414,5637.207161191463,Overdue,,90+,0.0,0,1,26.987974215884197,1.1451609561491123,3,0.34742963282616734
INV00507,CUST008,Manufacturing,2024-03-09,2024-03-24,9919.864944175233,8048.582179822706,2115.8517933357757,Partially Paid,2024-06-02,90+,73.18981471897399,1,1,27.294758586035066,0.5137893299221258,1,1.001324772782773
INV00508,CUST018,Finance,2024-05-08,2024-07-07,13832.435113570138,0.0,14060.921885783559,Overdue,,90+,1.483964758292074,0,1,27.323309347197544,0.5492153040181997,5,0.8595090702641743
INV00509,CUST002,Finance,2023-03-28,2023-04-12,2428.894428859384,1861.0036848966406,845.0764335555752,Partially Paid,2023-06-16,90+,62.766230795294895,1,1,27.24736008846334,0.5670613478070204,5,0.5359258339253781
INV00510,CUST006,Healthcare,2024-09-26,2024-10-11,17209.71305489311,14297.900880474906,3260.323289608444,Partially Paid,2025-01-05,61-90,85.569422231356,1,1,24.552239474924445,0.3367155817468279,0,0.6634259811622234
INV00511,CUST014,Manufacturing,2023-03-26,2023-05-10,3196.629018669876,0.0,3413.660418221806,Overdue,,90+,4.862598749308698,0,1,25.84983944004349,0.9590899992970113,2,0.6062484691476171
INV00512,CUST006,Healthcare,2023-07-13,2023-08-27,19483.142537582557,0.0,19286.751372132643,Overdue,,90+,2.2316836718734514,0,1,24.24850728797952,1.34654523240453,2,0.655613345195277
INV00513,CUST002,Finance,2024-06-11,2024-08-10,9073.417839231279,4648.586565882053,4703.980636571896,Partially Paid,2024-08-12,90+,2.026722646914973,1,1,27.474543271799842,1.0457181898066097,4,0.8785210396207858
INV00514,CUST013,Finance,2024-09-21,2024-11-20,16348.153304060612,10680.48495609786,5260.022090759028,Partially Paid,2024-11-28,31-60,7.276892429133648,1,0,25.095511566806387,1.154261419577039,2,0.6992726197634883
INV00515,CUST016,Retail,2022-03-01,2022-03-16,5591.381284588953,4956.707632912292,1116.1858511196042,Partially Paid,2022-05-15,90+,60.233068940424296,1,1,26.61902997571881,0.4727271494351386,0,0.13508517874700937
INV00516,CUST006,Healthcare,2024-03-07,2024-04-06,8839.64398382777,6949.365187618046,1741.6691723922524,Partially Paid,2024-06-27,90+,80.44305394264451,1,1,24.194792668676406,0.2868035471470013,2,0.21751444969222802
INV00517,CUST010,Finance,2023-11-20,2023-12-05,13229.282667424044,11040.309059332798,1788.482916968074,Partially Paid,2023-12-07,90+,0.0,1,1,27.69184289780335,1.4917360263194381,3,0.8404548776856429
INV00518,CUST002,Finance,2024-04-08,2024-06-07,3889.6570340055932,3075.6733072634393,672.0443627075739,Partially Paid,2024-08-06,90+,66.21294892315095,1,1,27.50924916205744,0.2827065075084606,4,0.6703597265969106
INV00519,CUST001,Technology,2022-12-05,2022-12-20,4650.063017146585,3012.0130835644877,2081.8846774591616,Partially Paid,2023-01-17,90+,28.472547607892622,1,1,29.775211292498863,0.16930499096959295,5,0.21762235472791047
INV00520,CUST010,Finance,2024-08-15,2024-09-29,16778.847192860132,13636.89144507818,2077.283256551931,Partially Paid,2024-12-15,90+,78.21128948136102,1,1,27.321808172695178,0.4863638294782671,0,0.20273481105066105
INV00521,CUST019,Retail,2022-09-19,2022-10-04,14478.634120711875,15.52064727091128,15069.137768661134,Overdue,,90+,0.0,0,1,26.994363361048112,1.2534711172708441,4,0.9389379271523406
INV00522,CUST020,Retail,2024-12-29,2025-02-12,15463.02651625105,11313.041815089771,3470.2323297116586,Partially Paid,2025-03-21,0-30,34.763542974443354,1,0,28.201600114262497,0.4385949265973701,3,0.3026384607388944
INV00523,CUST004,Finance,2022-02-25,2022-03-27,17223.711627847446,12455.677350278133,5074.997092276247,Partially Paid,2022-05-19,90+,52.43435912329715,1,1,26.165411023415995,0.33308740060411957,0,0.596401902838688
INV00524,CUST011,Technology,2024-03-17,2024-05-01,16670.41167200622,0.0,16901.031167801782,Overdue,,90+,0.0,0,1,27.949940638229545,0.48513427966539924,0,0.7276188612766602
INV00525,CUST010,Finance,2022-02-25,2022-03-27,10332.971908674339,8366.032276928836,1260.0740193120062,Partially Paid,2022-05-26,90+,66.92761489242503,1,1,27.23677147765353,0.9909971417131203,0,0.5991261535039484
INV00526,CUST015,Technology,2022-06-21,2022-07-21,3092.0497074780296,47.611191472149805,3318.091012259034,Overdue,,90+,0.0,0,1,25.739147296337475,0.8953080041366268,1,0.8282159423913287
INV00527,CUST018,Finance,2024-05-27,2024-06-11,6108.894706793975,466.2751965228193,6519.371710058746,Overdue,,90+,0.0,0,1,27.008544271448656,1.313637007371473,5,0.7351281387574881
INV00528,CUST017,Retail,2022-10-05,2022-12-04,10396.041542761543,6978.40774597918,4221.490263019786,Partially Paid,2022-12-15,90+,9.660592725203086,1,1,28.447757488278974,1.1892248168069461,0,0.14078016467373794
INV00529,CUST016,Retail,2024-08-03,2024-10-02,3218.2582819300646,1829.89512799693,929.7512480520484,Partially Paid,2024-10-27,90+,28.91873237212863,1,1,26.613783309795977,0.6103675452520657,1,0.6588355435812767
INV00530,CUST005,Retail,2023-01-08,2023-01-23,16845.777049883673,12631.061846451543,4089.442212849399,Partially Paid,2023-03-17,90+,53.04414094916995,1,1,27.543995152362385,0.7749522897502061,2,0.5010797866888173
INV00531,CUST017,Retail,2022-04-13,2022-05-13,17826.695745001583,209.01911147770423,18006.54938047005,Overdue,,90+,0.0,0,1,28.508127396842234,0.4108564611570027,4,0.5045964170749111
INV00532,CUST015,Technology,2023-06-17,2023-08-16,596.9230932488927,405.0524623514238,853.3866294450631,Partially Paid,2023-10-26,90+,74.81609267612421,1,1,26.07618826120546,0.8686270244733861,5,0.899560397663227
INV00533,CUST009,Technology,2024-02-16,2024-04-01,4240.294541688128,2291.4115291049525,2066.0043648623055,Partially Paid,2024-05-04,90+,35.22393432696582,1,1,25.3509468667083,1.418887394889774,0,0.1483805366082167
INV00534,CUST007,Healthcare,2023-11-02,2024-01-01,16401.33899096748,9829.660713209716,6745.851904787656,Partially Paid,2024-03-05,90+,65.63808886109675,1,1,24.563458753347007,0.5035411672263732,1,0.47022779850900265
INV00535,CUST004,Finance,2023-03-10,2023-04-09,16637.617371315675,9220.550684793781,8378.308461707806,Partially Paid,2023-06-03,90+,57.17748916977574,1,1,26.14346144512947,0.6571417606858467,0,0.8157464077903257
INV00536,CUST011,Technology,2024-07-20,2024-08-19,5378.398418617266,4005.2942798961576,2457.283338160438,Partially Paid,2024-10-29,90+,78.28440363355129,1,1,27.51633588566471,1.4853827893333442,1,0.7958562224944175
INV00537,CUST006,Healthcare,2023-11-01,2023-12-16,9158.621827810644,6013.863269043758,3651.536975476724,Partially Paid,2024-01-28,90+,49.64774743917511,1,1,24.284909353316067,1.3121670796717964,5,0.4697743415914807
INV00538,CUST015,Technology,2023-11-23,2023-12-08,18293.39256081724,0.0,18206.538072140098,Overdue,,90+,0.0,0,1,26.041068193620905,0.8830505889463612,2,0.9017210221796313
INV00539,CUST009,Technology,2024-02-16,2024-04-16,14523.53997884886,0.0,14228.587202873692,Overdue,,90+,4.940370016422939,0,1,25.38974190690064,1.2003121015070908,3,0.2889088667959171
INV00540,CUST006,Healthcare,2023-07-24,2023-08-08,5680.2173638271615,0.0,5804.054756628781,Overdue,,90+,1.1657184125181885,0,1,24.3664915229596,0.42081126421922455,0,0.2893550349314895
INV00541,CUST001,Technology,2024-05-13,2024-07-12,16793.541385954257,15520.061369022369,937.8431501961306,Partially Paid,2024-10-08,90+,89.51840679375982,1,1,29.862165670326252,0.5652515994720545,5,0.6673648778804304
INV00542,CUST011,Technology,2023-06-01,2023-07-16,10032.05018262081,0.0,10698.370671428986,Overdue,,90+,0.0,0,1,27.498909628831722,0.35984471020692826,1,0.3976135405634236
INV00543,CUST010,Finance,2022-06-17,2022-07-02,13039.581730083222,6980.747754422372,5985.183320529419,Partially Paid,2022-07-08,90+,5.481632794024466,1,1,27.516939823532795,0.5671645230248926,2,0.34122155579170826
INV00544,CUST019,Retail,2024-08-21,2024-10-20,3321.190564043641,39.45507177529543,2656.8232733811724,Overdue,,61-90,0.0,0,1,26.731776414223525,1.3266715522774106,5,0.48231913334048826
INV00545,CUST007,Healthcare,2022-02-09,2022-04-10,400.43668411927354,585.5193645373467,628.0007284898053,Partially Paid,2022-04-24,90+,16.51921592911067,1,1,24.892922815331215,1.0415460037077018,5,0.14241350895131813
INV00546,CUST006,Healthcare,2022-04-17,2022-05-17,7538.846403509482,290.31132940602305,7838.288470721629,Overdue,,90+,3.258564499820258,0,1,24.395376179639804,0.38307428490079115,1,0.5202763702215103
INV00547,CUST020,Retail,2023-12-18,2024-01-17,12246.243362322464,0.05362323567705621,12248.826442448866,Overdue,,90+,0.0,0,1,27.986205615058328,1.310381343418907,5,0.891805464708895
INV00548,CUST013,Finance,2023-04-05,2023-06-04,3905.741175595701,3679.8715122820877,632.741956604355,Partially Paid,2023-06-17,90+,12.932962998041996,1,1,25.259074588545413,1.1546623395875812,5,0.4107963393388059
INV00549,CUST014,Manufacturing,2022-05-21,2022-06-20,17578.823835441075,0.0,17207.470256906305,Overdue,,90+,3.4130563219689725,0,1,26.13954079353243,0.5173362216153781,1,0.6931592692771759
INV00550,CUST017,Retail,2022-03-24,2022-05-23,11774.19305714494,6641.78945694863,5333.957655713198,Partially Paid,2022-08-11,90+,79.43206375316412,1,1,28.037856334999145,1.3709099648294603,2,0.421092297512291
INV00551,CUST011,Technology,2022-03-05,2022-05-04,7344.687156319287,4625.584238438058,2780.798522707794,Partially Paid,2022-06-19,90+,48.218041417821375,1,1,27.652434956757507,0.43969577313808794,0,0.9559295214372449
INV00552,CUST003,Retail,2023-05-22,2023-06-21,3644.7110054191958,2158.4508215325836,929.0396942218464,Partially Paid,2023-08-16,90+,57.06835604414613,1,1,26.715288503614197,0.2616937286484817,3,0.3346661409566635
INV00553,CUST013,Finance,2023-02-13,2023-03-15,18271.214528062617,0.0,18025.84109328908,Overdue,,90+,1.0394381210585875,0,1,25.227830249696346,1.0674522574754959,5,0.8044821448466931
INV00554,CUST004,Finance,2022-02-11,2022-03-13,15176.33634687342,14047.99460745859,1581.1583922659188,Partially Paid,2022-04-01,90+,18.17457431493676,1,1,25.971521896391867,0.7759832065768276,2,0.38362956795066816
